Jahr;Todesursache;Geschlecht;Anzahl
1982;Exposition gegenueber Rauch, Feuer und Flammen;weiblich;349
1982;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);maennlich;609
1982;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);weiblich;587
1982;Vorsaetzliche Selbstbeschaedigung;maennlich;12274
1982;Vorsaetzliche Selbstbeschaedigung;weiblich;6437
1982;Taetlicher Angriff;maennlich;463
1982;Taetlicher Angriff;weiblich;411
1982;Ereignis, dessen naehere Umstaende unbestimmt sind;maennlich;1227
1982;Ereignis, dessen naehere Umstaende unbestimmt sind;weiblich;738
1982;Insgesamt;maennlich;446339
1982;Insgesamt;weiblich;497443
1983;Bestimmte infektioese und parasitaere Krankheiten;maennlich;2949
1983;Bestimmte infektioese und parasitaere Krankheiten;weiblich;2481
1983;Tuberkulose einschliesslich ihrer Folgezustaende;maennlich;1334
1983;Tuberkulose einschliesslich ihrer Folgezustaende;weiblich;672
1983;Meningokokkeninfektion;maennlich;80
1983;Meningokokkeninfektion;weiblich;45
1983;Virushepatitis;maennlich;124
1983;Virushepatitis;weiblich;93
1983;HIV-Krankheit;maennlich;NA
1983;HIV-Krankheit;weiblich;NA
1983;Neubildungen;maennlich;101314
1983;Neubildungen;weiblich;103418
1983;Boesartige Neubildungen (BN);maennlich;97902
1983;Boesartige Neubildungen (BN);weiblich;99128
1983;BN der Lippe, der Mundhoehle und des Pharynx;maennlich;2271
1983;BN der Lippe, der Mundhoehle und des Pharynx;weiblich;711
1983;BN des Oesophagus;maennlich;2178
1983;BN des Oesophagus;weiblich;723
1983;BN des Magens;maennlich;10766
1983;BN des Magens;weiblich;10165
1983;BN des Dickdarms;maennlich;7084
1983;BN des Dickdarms;weiblich;10887
1983;BN des Rektums, des Anus und am Rektosigmoid;maennlich;4715
1983;BN des Rektums, des Anus und am Rektosigmoid;weiblich;5383
1983;BN der Leber, der Gallenwege und des Pankreas;maennlich;7702
1983;BN der Leber, der Gallenwege und des Pankreas;weiblich;11372
1983;BN der Leber und der intrahepatischen Gallengaenge;maennlich;1981
1983;BN der Leber und der intrahepatischen Gallengaenge;weiblich;1750
1983;BN des Pankreas;maennlich;4140
1983;BN des Pankreas;weiblich;4819
1983;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;maennlich;28224
1983;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;weiblich;5491
1983;BN der Bronchien und der Lunge;maennlich;26640
1983;BN der Bronchien und der Lunge;weiblich;5345
1983;Melanom und sonstige boesartige Neubild. der Haut;maennlich;1023
1983;Melanom und sonstige boesartige Neubild. der Haut;weiblich;1076
1983;Boesartiges Melanom der Haut;maennlich;807
1983;Boesartiges Melanom der Haut;weiblich;838
1983;BN der Brustdruese;maennlich;107
1983;BN der Brustdruese;weiblich;15886
1983;BN der Genital- und Harnorgane;maennlich;17658
1983;BN der Genital- und Harnorgane;weiblich;18928
1983;BN der Cervix uteri;maennlich;NA
1983;BN der Cervix uteri;weiblich;3052
1983;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;maennlich;NA
1983;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;weiblich;3541
1983;BN des Ovars;maennlich;NA
1983;BN des Ovars;weiblich;5891
1983;BN der Prostata;maennlich;9584
1983;BN der Prostata;weiblich;NA
1983;BN der Niere, ausgenommen Nierenbecken;maennlich;2722
1983;BN der Niere, ausgenommen Nierenbecken;weiblich;1864
1983;BN der Harnblase;maennlich;4270
1983;BN der Harnblase;weiblich;1785
1983;BN d. lymphat., blutbild. u. verwandten Gewebes;maennlich;5688
1983;BN d. lymphat., blutbild. u. verwandten Gewebes;weiblich;5672
1983;Leukaemie;maennlich;2985
1983;Leukaemie;weiblich;3018
1983;Gutartige Neubildungen;maennlich;365
1983;Gutartige Neubildungen;weiblich;449
1983;Krankheiten des Blutes u. der blutbildenden Organe;maennlich;929
1983;Krankheiten des Blutes u. der blutbildenden Organe;weiblich;1341
1983;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;maennlich;6298
1983;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;weiblich;12952
1983;Diabetes mellitus;maennlich;5402
1983;Diabetes mellitus;weiblich;11369
1983;Psychische und Verhaltensstoerungen;maennlich;3655
1983;Psychische und Verhaltensstoerungen;weiblich;2424
1983;Psychische und Verhaltensstoerungen durch Alkohol;maennlich;2527
1983;Psychische und Verhaltensstoerungen durch Alkohol;weiblich;760
1983;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;maennlich;392
1983;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;weiblich;149
1983;Krankheiten d. Nervensystems u. d. Sinnesorgane;maennlich;4571
1983;Krankheiten d. Nervensystems u. d. Sinnesorgane;weiblich;5108
1983;Meningitis;maennlich;204
1983;Meningitis;weiblich;233
1983;Krankheiten des Kreislaufsystems;maennlich;213454
1983;Krankheiten des Kreislaufsystems;weiblich;278995
1983;Hypertonie (Hochdruckkrankheit);maennlich;9315
1983;Hypertonie (Hochdruckkrankheit);weiblich;19836
1983;Ischaemische Herzkrankheiten;maennlich;88201
1983;Ischaemische Herzkrankheiten;weiblich;76734
1983;Akuter oder rezidivierender Myokardinfarkt;maennlich;54458
1983;Akuter oder rezidivierender Myokardinfarkt;weiblich;36666
1983;Sonstige Formen der Herzkrankheit;maennlich;37295
1983;Sonstige Formen der Herzkrankheit;weiblich;59219
1983;Sonstige Krankheiten des Endokards;maennlich;1305
1983;Sonstige Krankheiten des Endokards;weiblich;2333
1983;Zerebrovaskulaere Krankheiten;maennlich;45185
1983;Zerebrovaskulaere Krankheiten;weiblich;73363
1983;Schlaganfall, nicht als Blutung oder Infarkt bez.;maennlich;25515
1983;Schlaganfall, nicht als Blutung oder Infarkt bez.;weiblich;40686
1983;Krankheiten der Arterien, Arteriolen und Kapillare;maennlich;24861
1983;Krankheiten der Arterien, Arteriolen und Kapillare;weiblich;38681
1983;Krankheiten des Atmungssystems;maennlich;33809
1983;Krankheiten des Atmungssystems;weiblich;24821
1983;Grippe;maennlich;412
1983;Grippe;weiblich;794
1983;Pneumonie;maennlich;9487
1983;Pneumonie;weiblich;11897
1983;Chronische Krankheiten der unteren Atemwege;maennlich;20706
1983;Chronische Krankheiten der unteren Atemwege;weiblich;9554
1983;Asthma;maennlich;3592
1983;Asthma;weiblich;2623
1983;COVID-19, Virus nachgewiesen;maennlich;NA
1983;COVID-19, Virus nachgewiesen;weiblich;NA
1983;COVID-19, Virus nicht nachgewiesen;maennlich;NA
1983;COVID-19, Virus nicht nachgewiesen;weiblich;NA
1983;Krankheiten des Verdauungssystems;maennlich;23341
1983;Krankheiten des Verdauungssystems;weiblich;21298
1983;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;maennlich;2675
1983;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;weiblich;2275
1983;Krankheiten der Leber;maennlich;12439
1983;Krankheiten der Leber;weiblich;6848
1983;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;maennlich;11729
1983;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;weiblich;6273
1983;Krankheiten der Haut und der Unterhaut;maennlich;225
1983;Krankheiten der Haut und der Unterhaut;weiblich;641
1983;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;maennlich;936
1983;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;weiblich;2396
1983;Chronische Polyarthritis und Arthrose;maennlich;321
1983;Chronische Polyarthritis und Arthrose;weiblich;1238
1983;Krankheiten des Urogenitalsystems;maennlich;6305
1983;Krankheiten des Urogenitalsystems;weiblich;6407
1983;Krankheiten der Niere;maennlich;4092
1983;Krankheiten der Niere;weiblich;5755
1983;Schwangerschaft, Geburt und Wochenbett;maennlich;NA
1983;Schwangerschaft, Geburt und Wochenbett;weiblich;110
1983;Best.Zustaende mit Ursprung in der Perinatalperiode;maennlich;2322
1983;Best.Zustaende mit Ursprung in der Perinatalperiode;weiblich;1648
1983;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;maennlich;1861
1983;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;weiblich;1526
1983;Angeborene Fehlbildungen des Nervensystems;maennlich;290
1983;Angeborene Fehlbildungen des Nervensystems;weiblich;274
1983;Angeborene Fehlbildungen des Kreislaufsystems;maennlich;811
1983;Angeborene Fehlbildungen des Kreislaufsystems;weiblich;623
1983;Symptome und abnorme klinische und Laborbefunde;maennlich;8580
1983;Symptome und abnorme klinische und Laborbefunde;weiblich;10830
1983;Ploetzlicher Kindstod;maennlich;442
1983;Ploetzlicher Kindstod;weiblich;309
1983;Sonst. ungenau bezeichnete u. unbek. Todesursachen;maennlich;5430
1983;Sonst. ungenau bezeichnete u. unbek. Todesursachen;weiblich;4131
1983;Aeussere Ursachen von Morbiditaet und Mortalitaet;maennlich;32500
1983;Aeussere Ursachen von Morbiditaet und Mortalitaet;weiblich;21583
1983;Unfaelle einschliesslich Spaetfolgen;maennlich;18872
1983;Unfaelle einschliesslich Spaetfolgen;weiblich;13967
1983;Transportmittelunfaelle;maennlich;10090
1983;Transportmittelunfaelle;weiblich;4114
1983;Stuerze;maennlich;3967
1983;Stuerze;weiblich;6979
1983;Ertrinken und Untergehen;maennlich;836
1983;Ertrinken und Untergehen;weiblich;270
1983;Exposition gegenueber Rauch, Feuer und Flammen;maennlich;359
1983;Exposition gegenueber Rauch, Feuer und Flammen;weiblich;317
1983;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);maennlich;551
1983;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);weiblich;479
1983;Vorsaetzliche Selbstbeschaedigung;maennlich;11921
1983;Vorsaetzliche Selbstbeschaedigung;weiblich;6496
1983;Taetlicher Angriff;maennlich;445
1983;Taetlicher Angriff;weiblich;403
1983;Ereignis, dessen naehere Umstaende unbestimmt sind;maennlich;1231
1983;Ereignis, dessen naehere Umstaende unbestimmt sind;weiblich;717
1983;Insgesamt;maennlich;443049
1983;Insgesamt;weiblich;497979
1984;Bestimmte infektioese und parasitaere Krankheiten;maennlich;2793
1984;Bestimmte infektioese und parasitaere Krankheiten;weiblich;2473
1984;Tuberkulose einschliesslich ihrer Folgezustaende;maennlich;1223
1984;Tuberkulose einschliesslich ihrer Folgezustaende;weiblich;585
1984;Meningokokkeninfektion;maennlich;62
1984;Meningokokkeninfektion;weiblich;53
1984;Virushepatitis;maennlich;133
1984;Virushepatitis;weiblich;101
1984;HIV-Krankheit;maennlich;NA
1984;HIV-Krankheit;weiblich;NA
1984;Neubildungen;maennlich;100344
1984;Neubildungen;weiblich;102496
1984;Boesartige Neubildungen (BN);maennlich;96794
1984;Boesartige Neubildungen (BN);weiblich;98107
1984;BN der Lippe, der Mundhoehle und des Pharynx;maennlich;2413
1984;BN der Lippe, der Mundhoehle und des Pharynx;weiblich;703
1984;BN des Oesophagus;maennlich;2216
1984;BN des Oesophagus;weiblich;676
1984;BN des Magens;maennlich;10172
1984;BN des Magens;weiblich;9639
1984;BN des Dickdarms;maennlich;7224
1984;BN des Dickdarms;weiblich;10987
1984;BN des Rektums, des Anus und am Rektosigmoid;maennlich;4659
1984;BN des Rektums, des Anus und am Rektosigmoid;weiblich;5081
1984;BN der Leber, der Gallenwege und des Pankreas;maennlich;7694
1984;BN der Leber, der Gallenwege und des Pankreas;weiblich;11288
1984;BN der Leber und der intrahepatischen Gallengaenge;maennlich;1942
1984;BN der Leber und der intrahepatischen Gallengaenge;weiblich;1646
1984;BN des Pankreas;maennlich;4273
1984;BN des Pankreas;weiblich;4789
1984;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;maennlich;27931
1984;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;weiblich;5658
1984;BN der Bronchien und der Lunge;maennlich;26413
1984;BN der Bronchien und der Lunge;weiblich;5514
1984;Melanom und sonstige boesartige Neubild. der Haut;maennlich;1028
1984;Melanom und sonstige boesartige Neubild. der Haut;weiblich;1101
1984;Boesartiges Melanom der Haut;maennlich;798
1984;Boesartiges Melanom der Haut;weiblich;850
1984;BN der Brustdruese;maennlich;104
1984;BN der Brustdruese;weiblich;15775
1984;BN der Genital- und Harnorgane;maennlich;17543
1984;BN der Genital- und Harnorgane;weiblich;19054
1984;BN der Cervix uteri;maennlich;NA
1984;BN der Cervix uteri;weiblich;3077
1984;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;maennlich;NA
1984;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;weiblich;3518
1984;BN des Ovars;maennlich;NA
1984;BN des Ovars;weiblich;5929
1984;BN der Prostata;maennlich;9423
1984;BN der Prostata;weiblich;NA
1984;BN der Niere, ausgenommen Nierenbecken;maennlich;2745
1984;BN der Niere, ausgenommen Nierenbecken;weiblich;2031
1984;BN der Harnblase;maennlich;4268
1984;BN der Harnblase;weiblich;1890
1984;BN d. lymphat., blutbild. u. verwandten Gewebes;maennlich;5658
1984;BN d. lymphat., blutbild. u. verwandten Gewebes;weiblich;5871
1984;Leukaemie;maennlich;2889
1984;Leukaemie;weiblich;3090
1984;Gutartige Neubildungen;maennlich;366
1984;Gutartige Neubildungen;weiblich;493
1984;Krankheiten des Blutes u. der blutbildenden Organe;maennlich;917
1984;Krankheiten des Blutes u. der blutbildenden Organe;weiblich;1306
1984;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;maennlich;6207
1984;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;weiblich;12892
1984;Diabetes mellitus;maennlich;5251
1984;Diabetes mellitus;weiblich;11324
1984;Psychische und Verhaltensstoerungen;maennlich;3726
1984;Psychische und Verhaltensstoerungen;weiblich;2376
1984;Psychische und Verhaltensstoerungen durch Alkohol;maennlich;2642
1984;Psychische und Verhaltensstoerungen durch Alkohol;weiblich;757
1984;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;maennlich;339
1984;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;weiblich;145
1984;Krankheiten d. Nervensystems u. d. Sinnesorgane;maennlich;4422
1984;Krankheiten d. Nervensystems u. d. Sinnesorgane;weiblich;4821
1984;Meningitis;maennlich;212
1984;Meningitis;weiblich;205
1984;Krankheiten des Kreislaufsystems;maennlich;208709
1984;Krankheiten des Kreislaufsystems;weiblich;273052
1984;Hypertonie (Hochdruckkrankheit);maennlich;8836
1984;Hypertonie (Hochdruckkrankheit);weiblich;18390
1984;Ischaemische Herzkrankheiten;maennlich;88405
1984;Ischaemische Herzkrankheiten;weiblich;78509
1984;Akuter oder rezidivierender Myokardinfarkt;maennlich;52890
1984;Akuter oder rezidivierender Myokardinfarkt;weiblich;36458
1984;Sonstige Formen der Herzkrankheit;maennlich;36140
1984;Sonstige Formen der Herzkrankheit;weiblich;56145
1984;Sonstige Krankheiten des Endokards;maennlich;1293
1984;Sonstige Krankheiten des Endokards;weiblich;2243
1984;Zerebrovaskulaere Krankheiten;maennlich;42910
1984;Zerebrovaskulaere Krankheiten;weiblich;70502
1984;Schlaganfall, nicht als Blutung oder Infarkt bez.;maennlich;24143
1984;Schlaganfall, nicht als Blutung oder Infarkt bez.;weiblich;39918
1984;Krankheiten der Arterien, Arteriolen und Kapillare;maennlich;23844
1984;Krankheiten der Arterien, Arteriolen und Kapillare;weiblich;37969
1984;Krankheiten des Atmungssystems;maennlich;32448
1984;Krankheiten des Atmungssystems;weiblich;23795
1984;Grippe;maennlich;181
1984;Grippe;weiblich;335
1984;Pneumonie;maennlich;8969
1984;Pneumonie;weiblich;11372
1984;Chronische Krankheiten der unteren Atemwege;maennlich;20154
1984;Chronische Krankheiten der unteren Atemwege;weiblich;9593
1984;Asthma;maennlich;3541
1984;Asthma;weiblich;2797
1984;COVID-19, Virus nachgewiesen;maennlich;NA
1984;COVID-19, Virus nachgewiesen;weiblich;NA
1984;COVID-19, Virus nicht nachgewiesen;maennlich;NA
1984;COVID-19, Virus nicht nachgewiesen;weiblich;NA
1984;Krankheiten des Verdauungssystems;maennlich;21837
1984;Krankheiten des Verdauungssystems;weiblich;20289
1984;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;maennlich;2406
1984;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;weiblich;2083
1984;Krankheiten der Leber;maennlich;11651
1984;Krankheiten der Leber;weiblich;6572
1984;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;maennlich;11004
1984;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;weiblich;6025
1984;Krankheiten der Haut und der Unterhaut;maennlich;281
1984;Krankheiten der Haut und der Unterhaut;weiblich;671
1984;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;maennlich;788
1984;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;weiblich;2052
1984;Chronische Polyarthritis und Arthrose;maennlich;280
1984;Chronische Polyarthritis und Arthrose;weiblich;1063
1984;Krankheiten des Urogenitalsystems;maennlich;5898
1984;Krankheiten des Urogenitalsystems;weiblich;6265
1984;Krankheiten der Niere;maennlich;3968
1984;Krankheiten der Niere;weiblich;5666
1984;Schwangerschaft, Geburt und Wochenbett;maennlich;NA
1984;Schwangerschaft, Geburt und Wochenbett;weiblich;104
1984;Best.Zustaende mit Ursprung in der Perinatalperiode;maennlich;2175
1984;Best.Zustaende mit Ursprung in der Perinatalperiode;weiblich;1536
1984;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;maennlich;1613
1984;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;weiblich;1495
1984;Angeborene Fehlbildungen des Nervensystems;maennlich;247
1984;Angeborene Fehlbildungen des Nervensystems;weiblich;257
1984;Angeborene Fehlbildungen des Kreislaufsystems;maennlich;761
1984;Angeborene Fehlbildungen des Kreislaufsystems;weiblich;636
1984;Symptome und abnorme klinische und Laborbefunde;maennlich;8232
1984;Symptome und abnorme klinische und Laborbefunde;weiblich;10296
1984;Ploetzlicher Kindstod;maennlich;479
1984;Ploetzlicher Kindstod;weiblich;328
1984;Sonst. ungenau bezeichnete u. unbek. Todesursachen;maennlich;5311
1984;Sonst. ungenau bezeichnete u. unbek. Todesursachen;weiblich;3965
1984;Aeussere Ursachen von Morbiditaet und Mortalitaet;maennlich;30463
1984;Aeussere Ursachen von Morbiditaet und Mortalitaet;weiblich;20509
1984;Unfaelle einschliesslich Spaetfolgen;maennlich;17218
1984;Unfaelle einschliesslich Spaetfolgen;weiblich;13294
1984;Transportmittelunfaelle;maennlich;8939
1984;Transportmittelunfaelle;weiblich;3811
1984;Stuerze;maennlich;3857
1984;Stuerze;weiblich;6902
1984;Ertrinken und Untergehen;maennlich;641
1984;Ertrinken und Untergehen;weiblich;236
1984;Exposition gegenueber Rauch, Feuer und Flammen;maennlich;389
1984;Exposition gegenueber Rauch, Feuer und Flammen;weiblich;292
1984;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);maennlich;496
1984;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);weiblich;506
1984;Vorsaetzliche Selbstbeschaedigung;maennlich;11610
1984;Vorsaetzliche Selbstbeschaedigung;weiblich;6067
1984;Taetlicher Angriff;maennlich;445
1984;Taetlicher Angriff;weiblich;459
1984;Ereignis, dessen naehere Umstaende unbestimmt sind;maennlich;1175
1984;Ereignis, dessen naehere Umstaende unbestimmt sind;weiblich;687
1984;Insgesamt;maennlich;430853
1984;Insgesamt;weiblich;486428
1985;Bestimmte infektioese und parasitaere Krankheiten;maennlich;2896
1985;Bestimmte infektioese und parasitaere Krankheiten;weiblich;2770
1985;Tuberkulose einschliesslich ihrer Folgezustaende;maennlich;1151
1985;Tuberkulose einschliesslich ihrer Folgezustaende;weiblich;549
1985;Meningokokkeninfektion;maennlich;68
1985;Meningokokkeninfektion;weiblich;66
1985;Virushepatitis;maennlich;137
1985;Virushepatitis;weiblich;95
1985;HIV-Krankheit;maennlich;NA
1985;HIV-Krankheit;weiblich;NA
1985;Neubildungen;maennlich;101509
1985;Neubildungen;weiblich;103255
1985;Boesartige Neubildungen (BN);maennlich;98387
1985;Boesartige Neubildungen (BN);weiblich;99335
1985;BN der Lippe, der Mundhoehle und des Pharynx;maennlich;2602
1985;BN der Lippe, der Mundhoehle und des Pharynx;weiblich;728
1985;BN des Oesophagus;maennlich;2383
1985;BN des Oesophagus;weiblich;668
1985;BN des Magens;maennlich;9892
1985;BN des Magens;weiblich;9509
1985;BN des Dickdarms;maennlich;7479
1985;BN des Dickdarms;weiblich;11371
1985;BN des Rektums, des Anus und am Rektosigmoid;maennlich;4599
1985;BN des Rektums, des Anus und am Rektosigmoid;weiblich;5145
1985;BN der Leber, der Gallenwege und des Pankreas;maennlich;7869
1985;BN der Leber, der Gallenwege und des Pankreas;weiblich;11204
1985;BN der Leber und der intrahepatischen Gallengaenge;maennlich;2047
1985;BN der Leber und der intrahepatischen Gallengaenge;weiblich;1598
1985;BN des Pankreas;maennlich;4361
1985;BN des Pankreas;weiblich;5023
